Fecha	Humedad_Promedio
2009-08-01	0.00026548147
2009-09-01	0.00022042946
2009-10-01	0.00024529305
2009-11-01	0.0003612982
2009-12-01	0.00045314635
2010-01-01	0.00036370216
2010-02-01	0.0002468132
2010-03-01	0.0002630707
2010-04-01	0.00022631953
2010-05-01	0.00020874437
2010-06-01	0.00023566814
2010-07-01	0.00035078777
2010-08-01	0.00032036882
2010-09-01	0.0002446759
2010-10-01	0.00025171798
2010-11-01	0.00034157958
2010-12-01	0.0002502012
2011-01-01	0.00047924404
2011-02-01	0.00035782796
2011-03-01	0.00035612046
2011-04-01	0.0002372708
2011-05-01	0.00020606541
2011-06-01	0.00022751314
2011-07-01	0.00029844712
2011-08-01	0.0002869149
2011-09-01	0.00021840585
2011-10-01	0.00020595471
2011-11-01	0.00017426845
2011-12-01	0.00015748695
2012-01-01	0.00024938246
2012-02-01	0.00023229641
2012-03-01	0.00017639647
2012-04-01	0.00020903251
2012-05-01	0.00022353757
2012-06-01	0.00024345309
2012-07-01	0.00031930333
2012-08-01	0.0003306664
2012-09-01	0.00026973925
2012-10-01	0.00025465712
2012-11-01	0.00022571292
2012-12-01	0.0002975967
2013-01-01	0.0003950641
2013-02-01	0.00038816585
2013-03-01	0.00035067587
2013-04-01	0.00022938105
2013-05-01	0.00021477035
2013-06-01	0.00023351089
2013-07-01	0.00029107335
2013-08-01	0.00037109794
2013-09-01	0.0003272594
2013-10-01	0.0002878994
2013-11-01	0.00026135746
2013-12-01	0.00038765906
2014-01-01	0.00030684413
2014-02-01	0.00033332093
2014-03-01	0.00031206067
2014-04-01	0.0002199463
2014-05-01	0.00020314209
2014-06-01	0.00022126635
2014-07-01	0.00033473448
2014-08-01	0.0002617527
2014-09-01	0.00022735322
2014-10-01	0.000244397
2014-11-01	0.0003212623
2014-12-01	0.0003208917
2015-01-01	0.0002583865
2015-02-01	0.00041595
2015-03-01	0.00029214934
2015-04-01	0.0001991984
2015-05-01	0.00019809145
2015-06-01	0.00022123569
2015-07-01	0.00027728485
2015-08-01	0.0002936102
2015-09-01	0.00026850085
2015-10-01	0.00026472224
2015-11-01	0.00027573158
2015-12-01	0.0001911131
2016-01-01	0.00030901504
2016-02-01	0.00030508457
2016-03-01	0.00028957025
2016-04-01	0.00022906813
2016-05-01	0.00022648044
2016-06-01	0.00028876393
2016-07-01	0.0003302671
2016-08-01	0.00028120447
2016-09-01	0.0001955973
2016-10-01	0.0002564536
2016-11-01	0.00043907863
2016-12-01	0.00033736316
2017-01-01	0.00034697348
2017-02-01	0.00038120785
2017-03-01	0.0003288133
2017-04-01	0.00027646887
2017-05-01	0.00024021043
2017-06-01	0.00028074137
2017-07-01	0.00038769713
2017-08-01	0.0003340081
2017-09-01	0.0002194848
2017-10-01	0.00026219655
2017-11-01	0.00026267444
2017-12-01	0.00018654611
2018-01-01	0.00042906366
2018-02-01	0.0004089805
2018-03-01	0.00028633355
2018-04-01	0.00024564666
2018-05-01	0.00023736023
2018-06-01	0.00026444695
2018-07-01	0.0003085384
2018-08-01	0.00031776662
2018-09-01	0.00026242094
2018-10-01	0.00023843187
2018-11-01	0.00036738286
2018-12-01	0.00043587427
2019-01-01	0.00029955053
2019-02-01	0.00030545835
2019-03-01	0.00031721877
2019-04-01	0.00027164066
2019-05-01	0.00022735486
2019-06-01	0.0002698524
2019-07-01	0.00035176086
2019-08-01	0.0003311471
2019-09-01	0.00026174207
2019-10-01	0.00026044343
2019-11-01	0.00039212996
2019-12-01	0.0005606088
2020-01-01	0.00055589306
2020-02-01	0.00039073982
2020-03-01	0.00026961547
2020-04-01	0.0002435123
2020-05-01	0.00022190096
2020-06-01	0.00023512961
2020-07-01	0.00030902075
2020-08-01	0.00031739427
2020-09-01	0.00024982693
2020-10-01	0.00025006445
2020-11-01	0.00030402926
2020-12-01	0.0002082407
2021-01-01	0.00037796743
2021-02-01	0.00023845876
2021-03-01	0.00025997448
2021-04-01	0.00028715466
2021-05-01	0.00024300422
2021-06-01	0.0002615495
2021-07-01	0.00030274695
2021-08-01	0.00032138173
2021-09-01	0.00022712641
2021-10-01	0.00027028332
2021-11-01	0.00038824344
2021-12-01	0.00032012945
2022-01-01	0.0005296303
2022-02-01	0.0003688981
2022-03-01	0.00028561483
2022-04-01	0.00022615217
2022-05-01	0.00021164991
2022-06-01	0.0002483712
2022-07-01	0.00029505495
2022-08-01	0.00030399626
2022-09-01	0.0002657476
2022-10-01	0.0002844737
2022-11-01	0.000563704
2022-12-01	0.00046220643
2023-01-01	0.0006258921
2023-02-01	0.0003849074
2023-03-01	0.00030737123
2023-04-01	0.0003070555
2023-05-01	0.00023601673
2023-06-01	0.00028020286
2023-07-01	0.00042381504
2023-08-01	0.00035277696
2023-09-01	0.00023924751
2023-10-01	0.0002727529
2023-11-01	0.00020725315
2023-12-01	0.0003015287
